year_month,direction,sex,age,estimate
2018-03,Departures,Female,35-39 years,276.36
2018-03,Departures,Female,40-44 years,182.742
2018-03,Departures,Female,45-49 years,158.704
2018-03,Departures,Female,50-54 years,125.186
2018-03,Departures,Female,55-59 years,138.918
2018-03,Departures,Female,60-64 years,108.744
2018-03,Departures,Female,65-69 years,68.254
2018-03,Departures,Female,70-74 years,46.814
2018-03,Departures,Female,75-79 years,26.364
2018-03,Departures,Female,80-84 years,11.92
2018-03,Departures,Female,85-89 years,6.318
2018-03,Departures,Female,90+ years,2.298
2018-03,Departures,Male,0-4 years,269.998
2018-03,Departures,Male,10-14 years,81.09
2018-03,Departures,Male,15-19 years,168.582
2018-03,Departures,Male,20-24 years,646.588
2018-03,Departures,Male,25-29 years,991.652
2018-03,Departures,Male,30-34 years,571.298
2018-03,Departures,Male,35-39 years,331.384
2018-03,Departures,Male,40-44 years,221.116
2018-03,Departures,Male,45-49 years,176.54
2018-03,Departures,Male,50-54 years,167.794
2018-03,Departures,Male,55-59 years,128.706
2018-03,Departures,Male,60-64 years,106.692
2018-03,Departures,Male,65-69 years,67.902
2018-03,Departures,Male,70-74 years,41.16
2018-03,Departures,Male,75-79 years,22.956
2018-03,Departures,Male,80-84 years,14.516
2018-03,Departures,Male,85-89 years,4.962
2018-03,Departures,Male,90+ years,0.876
2018-03,Arrivals,Female,0-4 years,402.13
2018-03,Arrivals,Female,10-14 years,216.224
2018-03,Arrivals,Female,15-19 years,274.848
2018-03,Arrivals,Female,20-24 years,791.51
2018-03,Arrivals,Female,25-29 years,1254.272
2018-03,Arrivals,Female,30-34 years,781.164
2018-03,Arrivals,Female,35-39 years,462.646
2018-03,Arrivals,Female,40-44 years,256.838
2018-03,Arrivals,Female,45-49 years,172.594
2018-03,Arrivals,Female,50-54 years,145.262
2018-03,Arrivals,Female,55-59 years,151.982
2018-03,Arrivals,Female,60-64 years,162.762
2018-03,Arrivals,Female,65-69 years,82.782
2018-03,Arrivals,Female,70-74 years,32.626
2018-03,Arrivals,Female,75-79 years,17.37
2018-03,Arrivals,Female,80-84 years,11.63
2018-03,Arrivals,Female,85-89 years,2.71
2018-03,Arrivals,Female,90+ years,2.892
2018-03,Arrivals,Male,0-4 years,415.85
2018-03,Arrivals,Male,10-14 years,195.658
2018-03,Arrivals,Male,15-19 years,344.126
2018-03,Arrivals,Male,20-24 years,808.55
2018-03,Arrivals,Male,25-29 years,1158.792
2018-03,Arrivals,Male,30-34 years,863.97
2018-03,Arrivals,Male,35-39 years,559.966
2018-03,Arrivals,Male,40-44 years,354.616
2018-03,Arrivals,Male,45-49 years,252.742
2018-03,Arrivals,Male,50-54 years,166.27
2018-03,Arrivals,Male,55-59 years,148.732
2018-03,Arrivals,Male,60-64 years,139.498
2018-03,Arrivals,Male,65-69 years,93.896
2018-03,Arrivals,Male,70-74 years,39.668
2018-03,Arrivals,Male,75-79 years,17.71
2018-03,Arrivals,Male,80-84 years,5.962
2018-03,Arrivals,Male,85-89 years,3.916
2018-03,Arrivals,Male,90+ years,1.86
2018-03,Departures,Female,0-4 years,260.39
2018-03,Departures,Female,10-14 years,81.872
2018-03,Departures,Female,15-19 years,159.36
2018-03,Departures,Female,20-24 years,637.39
2018-03,Departures,Female,25-29 years,931.542
2018-03,Departures,Female,30-34 years,482.948
2018-03,Departures,Female,35-39 years,273.066
2018-03,Departures,Female,40-44 years,175.264
2018-03,Departures,Female,45-49 years,154.028
2018-03,Departures,Female,50-54 years,118.766
2018-03,Departures,Female,55-59 years,137.74
2018-03,Departures,Female,60-64 years,104.196
2018-03,Departures,Female,65-69 years,65.428
2018-03,Departures,Female,70-74 years,44.112
2018-03,Departures,Female,75-79 years,25.818
2018-03,Departures,Female,80-84 years,11.812
2018-03,Departures,Female,85-89 years,6.616
2018-03,Departures,Female,90+ years,2.546
2018-03,Departures,Male,0-4 years,262.588
2018-03,Departures,Male,10-14 years,83.464
2018-03,Departures,Male,15-19 years,158.934
2018-03,Departures,Male,20-24 years,616.09
2018-03,Departures,Male,25-29 years,973.846
2018-03,Departures,Male,30-34 years,564.398
2018-03,Departures,Male,35-39 years,327.534
2018-03,Departures,Male,40-44 years,221.778
2018-03,Departures,Male,45-49 years,169.244
2018-03,Departures,Male,50-54 years,160.232
2018-03,Departures,Male,55-59 years,119.556
2018-03,Departures,Male,60-64 years,109.144
2018-03,Departures,Male,65-69 years,65.958
2018-03,Departures,Male,70-74 years,40.424
2018-03,Departures,Male,75-79 years,22.596
2018-03,Departures,Male,80-84 years,13.676
2018-03,Departures,Male,85-89 years,3.914
2018-03,Departures,Male,90+ years,0.942
2018-04,Arrivals,Female,0-4 years,290
2018-04,Arrivals,Female,10-14 years,205
2018-04,Arrivals,Female,15-19 years,298
2018-04,Arrivals,Female,20-24 years,586
2018-04,Arrivals,Female,25-29 years,903
2018-04,Arrivals,Female,30-34 years,597
2018-04,Arrivals,Female,35-39 years,353
2018-04,Arrivals,Female,40-44 years,237
2018-04,Arrivals,Female,45-49 years,177
2018-04,Arrivals,Female,50-54 years,137
2018-04,Arrivals,Female,55-59 years,145
2018-04,Arrivals,Female,60-64 years,146
2018-04,Arrivals,Female,65-69 years,73
2018-04,Arrivals,Female,70-74 years,37
2018-04,Arrivals,Female,75-79 years,23
2018-04,Arrivals,Female,80-84 years,10
2018-04,Arrivals,Female,85-89 years,2
2018-04,Arrivals,Female,90+ years,2
2018-04,Arrivals,Male,0-4 years,339
2018-04,Arrivals,Male,10-14 years,223
2018-04,Arrivals,Male,15-19 years,279
2018-04,Arrivals,Male,20-24 years,523
2018-04,Arrivals,Male,25-29 years,739
2018-04,Arrivals,Male,30-34 years,646
2018-04,Arrivals,Male,35-39 years,438
2018-04,Arrivals,Male,40-44 years,294
2018-04,Arrivals,Male,45-49 years,204
2018-04,Arrivals,Male,50-54 years,135
2018-04,Arrivals,Male,55-59 years,112
2018-04,Arrivals,Male,60-64 years,114
2018-04,Arrivals,Male,65-69 years,88
2018-04,Arrivals,Male,70-74 years,36
2018-04,Arrivals,Male,75-79 years,16
2018-04,Arrivals,Male,80-84 years,11
2018-04,Arrivals,Male,85-89 years,4
2018-04,Arrivals,Male,90+ years,0
2018-04,Departures,Female,0-4 years,235
2018-04,Departures,Female,10-14 years,131
2018-04,Departures,Female,15-19 years,169
2018-04,Departures,Female,20-24 years,550
2018-04,Departures,Female,25-29 years,824
2018-04,Departures,Female,30-34 years,438
2018-04,Departures,Female,35-39 years,269
2018-04,Departures,Female,40-44 years,182
2018-04,Departures,Female,45-49 years,131
2018-04,Departures,Female,50-54 years,136
2018-04,Departures,Female,55-59 years,123
2018-04,Departures,Female,60-64 years,100
2018-04,Departures,Female,65-69 years,71
2018-04,Departures,Female,70-74 years,44
2018-04,Departures,Female,75-79 years,24
2018-04,Departures,Female,80-84 years,12
2018-04,Departures,Female,85-89 years,5
2018-04,Departures,Female,90+ years,1
2018-04,Departures,Male,0-4 years,231
2018-04,Departures,Male,10-14 years,139
2018-04,Departures,Male,15-19 years,153
2018-04,Departures,Male,20-24 years,555
2018-04,Departures,Male,25-29 years,866
2018-04,Departures,Male,30-34 years,493
2018-04,Departures,Male,35-39 years,315
2018-04,Departures,Male,40-44 years,199
2018-04,Departures,Male,45-49 years,177
2018-04,Departures,Male,50-54 years,141
2018-04,Departures,Male,55-59 years,101
2018-04,Departures,Male,60-64 years,89
2018-04,Departures,Male,65-69 years,68
2018-04,Departures,Male,70-74 years,40
2018-04,Departures,Male,75-79 years,25
2018-04,Departures,Male,80-84 years,12
2018-04,Departures,Male,85-89 years,5
2018-04,Departures,Male,90+ years,1
2018-04,Arrivals,Female,0-4 years,289.586
2018-04,Arrivals,Female,10-14 years,223.314
2018-04,Arrivals,Female,15-19 years,346.25
2018-04,Arrivals,Female,20-24 years,585.618
2018-04,Arrivals,Female,25-29 years,908.024
2018-04,Arrivals,Female,30-34 years,587.934
2018-04,Arrivals,Female,35-39 years,363.45
2018-04,Arrivals,Female,40-44 years,243.958
2018-04,Arrivals,Female,45-49 years,181.89
2018-04,Arrivals,Female,50-54 years,131.304
2018-04,Arrivals,Female,55-59 years,142.074
2018-04,Arrivals,Female,60-64 years,138.566
2018-04,Arrivals,Female,65-69 years,67.01
2018-04,Arrivals,Female,70-74 years,38.798
2018-04,Arrivals,Female,75-79 years,20.842
2018-04,Arrivals,Female,80-84 years,9.972
2018-04,Arrivals,Female,85-89 years,2.162
2018-04,Arrivals,Female,90+ years,2.444
2018-04,Arrivals,Male,0-4 years,344.72
2018-04,Arrivals,Male,10-14 years,246.22
2018-04,Arrivals,Male,15-19 years,327.492
2018-04,Arrivals,Male,20-24 years,524.932
2018-04,Arrivals,Male,25-29 years,765.638
2018-04,Arrivals,Male,30-34 years,659.092
2018-04,Arrivals,Male,35-39 years,457.96
2018-04,Arrivals,Male,40-44 years,305.22
2018-04,Arrivals,Male,45-49 years,211.856
2018-04,Arrivals,Male,50-54 years,142.754
2018-04,Arrivals,Male,55-59 years,117.466
2018-04,Arrivals,Male,60-64 years,113.736
2018-04,Arrivals,Male,65-69 years,87.324
2018-04,Arrivals,Male,70-74 years,33.67
2018-04,Arrivals,Male,75-79 years,15.102
2018-04,Arrivals,Male,80-84 years,11.884
2018-04,Arrivals,Male,85-89 years,4.05
2018-04,Arrivals,Male,90+ years,0.588
2018-04,Departures,Female,0-4 years,227.202
2018-04,Departures,Female,10-14 years,129.56
2018-04,Departures,Female,15-19 years,172.678
2018-04,Departures,Female,20-24 years,546.762
2018-04,Departures,Female,25-29 years,816.646
2018-04,Departures,Female,30-34 years,431.924
2018-04,Departures,Female,35-39 years,269.64
2018-04,Departures,Female,40-44 years,184.824
2018-04,Departures,Female,45-49 years,128.81
2018-04,Departures,Female,50-54 years,131.6
2018-04,Departures,Female,55-59 years,126.416
2018-04,Departures,Female,60-64 years,99.708
2018-04,Departures,Female,65-69 years,70.97
2018-04,Departures,Female,70-74 years,42.846
2018-04,Departures,Female,75-79 years,25.436
2018-04,Departures,Female,80-84 years,11.302
2018-04,Departures,Female,85-89 years,4.252
2018-04,Departures,Female,90+ years,0.838
2018-04,Departures,Male,0-4 years,230.748
2018-04,Departures,Male,10-14 years,147.878
2018-04,Departures,Male,15-19 years,158.482
2018-04,Departures,Male,20-24 years,564.328
2018-04,Departures,Male,25-29 years,883.758
2018-04,Departures,Male,30-34 years,492.078
2018-04,Departures,Male,35-39 years,319.674
2018-04,Departures,Male,40-44 years,201.752
2018-04,Departures,Male,45-49 years,182.472
2018-04,Departures,Male,50-54 years,145.714
2018-04,Departures,Male,55-59 years,101.508
2018-04,Departures,Male,60-64 years,91.154
2018-04,Departures,Male,65-69 years,70.67
2018-04,Departures,Male,70-74 years,42.148
2018-04,Departures,Male,75-79 years,28.214
2018-04,Departures,Male,80-84 years,13.112
2018-04,Departures,Male,85-89 years,4.582
2018-04,Departures,Male,90+ years,1.408
2018-04,Arrivals,Female,0-4 years,296.32
2018-04,Arrivals,Female,10-14 years,239.726
2018-04,Arrivals,Female,15-19 years,401.484
2018-04,Arrivals,Female,20-24 years,605.626
2018-04,Arrivals,Female,25-29 years,899.178
2018-04,Arrivals,Female,30-34 years,584.716
2018-04,Arrivals,Female,35-39 years,362.298
2018-04,Arrivals,Female,40-44 years,246.812
2018-04,Arrivals,Female,45-49 years,185.656
2018-04,Arrivals,Female,50-54 years,127.368
2018-04,Arrivals,Female,55-59 years,140.932
2018-04,Arrivals,Female,60-64 years,142.58
2018-04,Arrivals,Female,65-69 years,69.498
2018-04,Arrivals,Female,70-74 years,36.084
2018-04,Arrivals,Female,75-79 years,19.546
2018-04,Arrivals,Female,80-84 years,10.288
2018-04,Arrivals,Female,85-89 years,2.54
2018-04,Arrivals,Female,90+ years,2.634
2018-04,Arrivals,Male,0-4 years,343.436
2018-04,Arrivals,Male,10-14 years,261.222
2018-04,Arrivals,Male,15-19 years,369.862
2018-04,Arrivals,Male,20-24 years,523.432
2018-04,Arrivals,Male,25-29 years,764.526
2018-04,Arrivals,Male,30-34 years,646.016
2018-04,Arrivals,Male,35-39 years,451.082
2018-04,Arrivals,Male,40-44 years,298.48
2018-04,Arrivals,Male,45-49 years,210.144
2018-04,Arrivals,Male,50-54 years,139.958
2018-04,Arrivals,Male,55-59 years,116.184
2018-04,Arrivals,Male,60-64 years,121.858
2018-04,Arrivals,Male,65-69 years,89.394
2018-04,Arrivals,Male,70-74 years,33.068
2018-04,Arrivals,Male,75-79 years,14.684
2018-04,Arrivals,Male,80-84 years,12.926
2018-04,Arrivals,Male,85-89 years,3.73
2018-04,Arrivals,Male,90+ years,0.56
2018-04,Departures,Female,0-4 years,220.55
2018-04,Departures,Female,10-14 years,123.832
2018-04,Departures,Female,15-19 years,166.922
2018-04,Departures,Female,20-24 years,544.908
2018-04,Departures,Female,25-29 years,806.444
2018-04,Departures,Female,30-34 years,431.824
2018-04,Departures,Female,35-39 years,272.5
2018-04,Departures,Female,40-44 years,185.59
2018-04,Departures,Female,45-49 years,129.4
2018-04,Departures,Female,50-54 years,130.018
2018-04,Departures,Female,55-59 years,120.912
2018-04,Departures,Female,60-64 years,99.754
2018-04,Departures,Female,65-69 years,66.136
2018-04,Departures,Female,70-74 years,40.546
2018-04,Departures,Female,75-79 years,21.818
2018-04,Departures,Female,80-84 years,10.744
2018-04,Departures,Female,85-89 years,4.26
2018-04,Departures,Female,90+ years,0.906
2018-04,Departures,Male,0-4 years,223.236
2018-04,Departures,Male,10-14 years,141.582
2018-04,Departures,Male,15-19 years,152.36
2018-04,Departures,Male,20-24 years,557.636
2018-04,Departures,Male,25-29 years,878.672
2018-04,Departures,Male,30-34 years,487.666
2018-04,Departures,Male,35-39 years,312.86
2018-04,Departures,Male,40-44 years,203.24
2018-04,Departures,Male,45-49 years,178.002
2018-04,Departures,Male,50-54 years,138.814
2018-04,Departures,Male,55-59 years,102.308
2018-04,Departures,Male,60-64 years,90.838
2018-04,Departures,Male,65-69 years,68.352
2018-04,Departures,Male,70-74 years,37.388
2018-04,Departures,Male,75-79 years,24.682
2018-04,Departures,Male,80-84 years,12.178
2018-04,Departures,Male,85-89 years,5.316
2018-04,Departures,Male,90+ years,1.88
2018-05,Arrivals,Female,0-4 years,290
2018-05,Arrivals,Female,10-14 years,163
2018-05,Arrivals,Female,15-19 years,221
2018-05,Arrivals,Female,20-24 years,692
2018-05,Arrivals,Female,25-29 years,1081
2018-05,Arrivals,Female,30-34 years,627
2018-05,Arrivals,Female,35-39 years,366
2018-05,Arrivals,Female,40-44 years,227
2018-05,Arrivals,Female,45-49 years,171
2018-05,Arrivals,Female,50-54 years,153
2018-05,Arrivals,Female,55-59 years,174
2018-05,Arrivals,Female,60-64 years,158
2018-05,Arrivals,Female,65-69 years,86
2018-05,Arrivals,Female,70-74 years,41
2018-05,Arrivals,Female,75-79 years,21
2018-05,Arrivals,Female,80-84 years,11
2018-05,Arrivals,Female,85-89 years,4
2018-05,Arrivals,Female,90+ years,1
2018-05,Arrivals,Male,0-4 years,337
2018-05,Arrivals,Male,10-14 years,178
2018-05,Arrivals,Male,15-19 years,246
2018-05,Arrivals,Male,20-24 years,613
2018-05,Arrivals,Male,25-29 years,864
2018-05,Arrivals,Male,30-34 years,718
2018-05,Arrivals,Male,35-39 years,501
2018-05,Arrivals,Male,40-44 years,347
2018-05,Arrivals,Male,45-49 years,231
2018-05,Arrivals,Male,50-54 years,151
2018-05,Arrivals,Male,55-59 years,137
2018-05,Arrivals,Male,60-64 years,140
2018-05,Arrivals,Male,65-69 years,85
2018-05,Arrivals,Male,70-74 years,42
2018-05,Arrivals,Male,75-79 years,18
2018-05,Arrivals,Male,80-84 years,7
2018-05,Arrivals,Male,85-89 years,5
2018-05,Arrivals,Male,90+ years,1
2018-05,Departures,Female,0-4 years,247
2018-05,Departures,Female,10-14 years,92
2018-05,Departures,Female,15-19 years,177
2018-05,Departures,Female,20-24 years,623
2018-05,Departures,Female,25-29 years,880
2018-05,Departures,Female,30-34 years,484
2018-05,Departures,Female,35-39 years,249
2018-05,Departures,Female,40-44 years,169
2018-05,Departures,Female,45-49 years,165
2018-05,Departures,Female,50-54 years,145
2018-05,Departures,Female,55-59 years,134
2018-05,Departures,Female,60-64 years,109
2018-05,Departures,Female,65-69 years,101
2018-05,Departures,Female,70-74 years,44
2018-05,Departures,Female,75-79 years,35
2018-05,Departures,Female,80-84 years,17
2018-05,Departures,Female,85-89 years,9
2018-05,Departures,Female,90+ years,2
2018-05,Departures,Male,0-4 years,257
2018-05,Departures,Male,10-14 years,87
2018-05,Departures,Male,15-19 years,169
2018-05,Departures,Male,20-24 years,605
2018-05,Departures,Male,25-29 years,935
2018-05,Departures,Male,30-34 years,549
2018-05,Departures,Male,35-39 years,335
2018-05,Departures,Male,40-44 years,197
2018-05,Departures,Male,45-49 years,191
2018-05,Departures,Male,50-54 years,156
2018-05,Departures,Male,55-59 years,130
2018-05,Departures,Male,60-64 years,97
2018-05,Departures,Male,65-69 years,88
2018-05,Departures,Male,70-74 years,47
2018-05,Departures,Male,75-79 years,25
2018-05,Departures,Male,80-84 years,17
2018-05,Departures,Male,85-89 years,3
2018-05,Departures,Male,90+ years,1
2018-05,Arrivals,Female,0-4 years,299.688
2018-05,Arrivals,Female,10-14 years,176.984
2018-05,Arrivals,Female,15-19 years,228.964
2018-05,Arrivals,Female,20-24 years,703.188
2018-05,Arrivals,Female,25-29 years,1064.246
2018-05,Arrivals,Female,30-34 years,624.086
2018-05,Arrivals,Female,35-39 years,373.096
2018-05,Arrivals,Female,40-44 years,240.004
2018-05,Arrivals,Female,45-49 years,177.266
2018-05,Arrivals,Female,50-54 years,154.526
2018-05,Arrivals,Female,55-59 years,168.242
2018-05,Arrivals,Female,60-64 years,149.814
2018-05,Arrivals,Female,65-69 years,82.318
2018-05,Arrivals,Female,70-74 years,42.824
2018-05,Arrivals,Female,75-79 years,21.784
2018-05,Arrivals,Female,80-84 years,12.008
2018-05,Arrivals,Female,85-89 years,4.994
2018-05,Arrivals,Female,90+ years,1.266
2018-05,Arrivals,Male,0-4 years,342.342
2018-05,Arrivals,Male,10-14 years,186.514
2018-05,Arrivals,Male,15-19 years,258
2018-05,Arrivals,Male,20-24 years,634.432
2018-05,Arrivals,Male,25-29 years,864.788
2018-05,Arrivals,Male,30-34 years,730.35
2018-05,Arrivals,Male,35-39 years,512.53
2018-05,Arrivals,Male,40-44 years,354.942
2018-05,Arrivals,Male,45-49 years,233.89
2018-05,Arrivals,Male,50-54 years,154.552
2018-05,Arrivals,Male,55-59 years,139.214
2018-05,Arrivals,Male,60-64 years,136.512
2018-05,Arrivals,Male,65-69 years,81.182
2018-05,Arrivals,Male,70-74 years,41.582
2018-05,Arrivals,Male,75-79 years,19.438
2018-05,Arrivals,Male,80-84 years,8.42
2018-05,Arrivals,Male,85-89 years,5.322
2018-05,Arrivals,Male,90+ years,1.268
2018-05,Departures,Female,0-4 years,247.35
2018-05,Departures,Female,10-14 years,93.342
2018-05,Departures,Female,15-19 years,177.486
2018-05,Departures,Female,20-24 years,612.922
2018-05,Departures,Female,25-29 years,877.702
2018-05,Departures,Female,30-34 years,478.936
2018-05,Departures,Female,35-39 years,249.732
2018-05,Departures,Female,40-44 years,164.946
2018-05,Departures,Female,45-49 years,161.844
2018-05,Departures,Female,50-54 years,142.16
2018-05,Departures,Female,55-59 years,131.038
2018-05,Departures,Female,60-64 years,102.47
2018-05,Departures,Female,65-69 years,94.906
2018-05,Departures,Female,70-74 years,43.312
2018-05,Departures,Female,75-79 years,33.046
2018-05,Departures,Female,80-84 years,17.53
2018-05,Departures,Female,85-89 years,8.986
2018-05,Departures,Female,90+ years,2.474
2018-05,Departures,Male,0-4 years,256.892
2018-05,Departures,Male,10-14 years,90.234
2018-05,Departures,Male,15-19 years,175.004
2018-05,Departures,Male,20-24 years,604.308
2018-05,Departures,Male,25-29 years,932.88
2018-05,Departures,Male,30-34 years,540.182
2018-05,Departures,Male,35-39 years,329.68
2018-05,Departures,Male,40-44 years,196.542
2018-05,Departures,Male,45-49 years,185.804
2018-05,Departures,Male,50-54 years,149.648
2018-05,Departures,Male,55-59 years,121.302
2018-05,Departures,Male,60-64 years,87.752
2018-05,Departures,Male,65-69 years,82.284
2018-05,Departures,Male,70-74 years,45.16
2018-05,Departures,Male,75-79 years,26.478
2018-05,Departures,Male,80-84 years,17.314
2018-05,Departures,Male,85-89 years,3.264
2018-05,Departures,Male,90+ years,0.94
2018-05,Arrivals,Female,0-4 years,305
2018-05,Arrivals,Female,10-14 years,178.362
2018-05,Arrivals,Female,15-19 years,240.288
2018-05,Arrivals,Female,20-24 years,709.204
2018-05,Arrivals,Female,25-29 years,1086.16
2018-05,Arrivals,Female,30-34 years,631.31
2018-05,Arrivals,Female,35-39 years,375.55
2018-05,Arrivals,Female,40-44 years,242.32
2018-05,Arrivals,Female,45-49 years,174.852
2018-05,Arrivals,Female,50-54 years,143.994
2018-05,Arrivals,Female,55-59 years,160.824
2018-05,Arrivals,Female,60-64 years,143.658
2018-05,Arrivals,Female,65-69 years,79.046
2018-05,Arrivals,Female,70-74 years,39.162
2018-05,Arrivals,Female,75-79 years,22.358
2018-05,Arrivals,Female,80-84 years,12.162
2018-05,Arrivals,Female,85-89 years,3.094
2018-05,Arrivals,Female,90+ years,1.43
2018-05,Arrivals,Male,0-4 years,342.114
2018-05,Arrivals,Male,10-14 years,193.32
2018-05,Arrivals,Male,15-19 years,275.824
2018-05,Arrivals,Male,20-24 years,633.414
2018-05,Arrivals,Male,25-29 years,866.408
2018-05,Arrivals,Male,30-34 years,738.296
2018-05,Arrivals,Male,35-39 years,516.486
2018-05,Arrivals,Male,40-44 years,355.432
2018-05,Arrivals,Male,45-49 years,229.524
2018-05,Arrivals,Male,50-54 years,156.098
2018-05,Arrivals,Male,55-59 years,139.482
2018-05,Arrivals,Male,60-64 years,135.016
2018-05,Arrivals,Male,65-69 years,82.408
2018-05,Arrivals,Male,70-74 years,42.39
2018-05,Arrivals,Male,75-79 years,19.906
2018-05,Arrivals,Male,80-84 years,8.806
2018-05,Arrivals,Male,85-89 years,5.906
2018-05,Arrivals,Male,90+ years,1.392
2018-05,Departures,Female,0-4 years,249.29
2018-05,Departures,Female,10-14 years,90.022
2018-05,Departures,Female,15-19 years,176.168
2018-05,Departures,Female,20-24 years,598.016
2018-05,Departures,Female,25-29 years,883.65
2018-05,Departures,Female,30-34 years,477.796
2018-05,Departures,Female,35-39 years,251.644
2018-05,Departures,Female,40-44 years,167.828
2018-05,Departures,Female,45-49 years,157.258
2018-05,Departures,Female,50-54 years,137.786
2018-05,Departures,Female,55-59 years,130.386
2018-05,Departures,Female,60-64 years,105.142
2018-05,Departures,Female,65-69 years,96.368
2018-05,Departures,Female,70-74 years,43.694
2018-05,Departures,Female,75-79 years,34.34
2018-05,Departures,Female,80-84 years,18.258
2018-05,Departures,Female,85-89 years,9.028
2018-05,Departures,Female,90+ years,2.814
2018-05,Departures,Male,0-4 years,257.792
2018-05,Departures,Male,10-14 years,93.514
2018-05,Departures,Male,15-19 years,167.048
2018-05,Departures,Male,20-24 years,595.856
2018-05,Departures,Male,25-29 years,930.95
2018-05,Departures,Male,30-34 years,546.966
2018-05,Departures,Male,35-39 years,325.874
2018-05,Departures,Male,40-44 years,200.18
2018-05,Departures,Male,45-49 years,183.73
2018-05,Departures,Male,50-54 years,145.546
2018-05,Departures,Male,55-59 years,127.964
2018-05,Departures,Male,60-64 years,88.734
2018-05,Departures,Male,65-69 years,87.814
2018-05,Departures,Male,70-74 years,43.444
2018-05,Departures,Male,75-79 years,22.78
2018-05,Departures,Male,80-84 years,18.962
2018-05,Departures,Male,85-89 years,3.904
2018-05,Departures,Male,90+ years,0.942
2018-06,Arrivals,Female,0-4 years,327
2018-06,Arrivals,Female,10-14 years,197
2018-06,Arrivals,Female,15-19 years,221
2018-06,Arrivals,Female,20-24 years,675
2018-06,Arrivals,Female,25-29 years,1027
2018-06,Arrivals,Female,30-34 years,644
2018-06,Arrivals,Female,35-39 years,386
2018-06,Arrivals,Female,40-44 years,251
2018-06,Arrivals,Female,45-49 years,170
2018-06,Arrivals,Female,50-54 years,146
2018-06,Arrivals,Female,55-59 years,151
2018-06,Arrivals,Female,60-64 years,159
2018-06,Arrivals,Female,65-69 years,86
2018-06,Arrivals,Female,70-74 years,34
2018-06,Arrivals,Female,75-79 years,18
2018-06,Arrivals,Female,80-84 years,8
2018-06,Arrivals,Female,85-89 years,3
2018-06,Arrivals,Female,90+ years,1
2018-06,Arrivals,Male,0-4 years,345
2018-06,Arrivals,Male,10-14 years,201
2018-06,Arrivals,Male,15-19 years,273
2018-06,Arrivals,Male,20-24 years,615
2018-06,Arrivals,Male,25-29 years,860
2018-06,Arrivals,Male,30-34 years,731
2018-06,Arrivals,Male,35-39 years,522
2018-06,Arrivals,Male,40-44 years,352
2018-06,Arrivals,Male,45-49 years,242
2018-06,Arrivals,Male,50-54 years,145
2018-06,Arrivals,Male,55-59 years,119
2018-06,Arrivals,Male,60-64 years,123
2018-06,Arrivals,Male,65-69 years,98
2018-06,Arrivals,Male,70-74 years,42
2018-06,Arrivals,Male,75-79 years,24
2018-06,Arrivals,Male,80-84 years,9
2018-06,Arrivals,Male,85-89 years,2
2018-06,Arrivals,Male,90+ years,2
2018-06,Departures,Female,0-4 years,252
2018-06,Departures,Female,10-14 years,98
2018-06,Departures,Female,15-19 years,313
2018-06,Departures,Female,20-24 years,865
2018-06,Departures,Female,25-29 years,815
2018-06,Departures,Female,30-34 years,483
2018-06,Departures,Female,35-39 years,259
2018-06,Departures,Female,40-44 years,163
2018-06,Departures,Female,45-49 years,150
2018-06,Departures,Female,50-54 years,122
2018-06,Departures,Female,55-59 years,132
2018-06,Departures,Female,60-64 years,85
2018-06,Departures,Female,65-69 years,87
2018-06,Departures,Female,70-74 years,42
2018-06,Departures,Female,75-79 years,24
2018-06,Departures,Female,80-84 years,9
2018-06,Departures,Female,85-89 years,9
2018-06,Departures,Female,90+ years,2
2018-06,Departures,Male,0-4 years,282
2018-06,Departures,Male,10-14 years,110
2018-06,Departures,Male,15-19 years,269
2018-06,Departures,Male,20-24 years,819
2018-06,Departures,Male,25-29 years,884
2018-06,Departures,Male,30-34 years,500
2018-06,Departures,Male,35-39 years,333
2018-06,Departures,Male,40-44 years,201
2018-06,Departures,Male,45-49 years,169
2018-06,Departures,Male,50-54 years,149
2018-06,Departures,Male,55-59 years,107
2018-06,Departures,Male,60-64 years,78
2018-06,Departures,Male,65-69 years,71
2018-06,Departures,Male,70-74 years,38
2018-06,Departures,Male,75-79 years,24
2018-06,Departures,Male,80-84 years,13
2018-06,Departures,Male,85-89 years,5
2018-06,Departures,Male,90+ years,2
2018-06,Arrivals,Female,0-4 years,322.132
2018-06,Arrivals,Female,10-14 years,205.532
2018-06,Arrivals,Female,15-19 years,230.656
2018-06,Arrivals,Female,20-24 years,689.574
2018-06,Arrivals,Female,25-29 years,1034.07
2018-06,Arrivals,Female,30-34 years,663.112
2018-06,Arrivals,Female,35-39 years,390.172
2018-06,Arrivals,Female,40-44 years,257.26
2018-06,Arrivals,Female,45-49 years,179.456
2018-06,Arrivals,Female,50-54 years,146.144
2018-06,Arrivals,Female,55-59 years,153.952
2018-06,Arrivals,Female,60-64 years,146.892
2018-06,Arrivals,Female,65-69 years,79.482
2018-06,Arrivals,Female,70-74 years,34.454
2018-06,Arrivals,Female,75-79 years,17.664
2018-06,Arrivals,Female,80-84 years,10.272
2018-06,Arrivals,Female,85-89 years,2.662
2018-06,Arrivals,Female,90+ years,0.812
2018-06,Arrivals,Male,0-4 years,343.678
2018-06,Arrivals,Male,10-14 years,212.84
2018-06,Arrivals,Male,15-19 years,280.718
2018-06,Arrivals,Male,20-24 years,609.348
